id_venda,data_venda,cliente,produto,categoria,regiao,quantidade,preco_unitario
341,2026-04-08,Cliente_018,Notebook,Computadores,Sudeste,7.0,3500.0
342,2026-05-18,Cliente_022,Mouse,Periféricos,Sudeste,9.0,120.0
343,2026-08-22,Cliente_003,Tablet,Celulares,Centro-Oeste,9.0,1800.0
344,2026-09-06,Cliente_012,Teclado,Periféricos,Nordeste,10.0,250.0
345,2026-12-08,Cliente_013,Monitor,Computadores,Centro-Oeste,7.0,
346,2026-05-24,Cliente_013,Tablet,Celulares,Sudeste,1.0,1800.0
347,2026-01-21,Cliente_015,Monitor,Computadores,Nordeste,8.0,
348,DATA INVALIDA,Cliente_012,Mouse,Periféricos,Nordeste,2.0,120.0
349,2026-04-24,Cliente_022,Teclado,Periféricos,Nordeste,8.0,250.0
350,2026-07-17,Cliente_023,Tablet,Celulares,Norte,4.0,1800.0
351,2026-05-31,Cliente_010,Mouse,Periféricos,Sudeste,10.0,120.0
352,2026-03-03,Cliente_015,Tablet,Celulares,Centro-Oeste,3.0,1800.0
353,2026-03-15,Cliente_014,Monitor,Computadores,Sudeste,24.0,1200.0
354,2026-10-12,Cliente_026,Mouse,Periféricos,Centro-Oeste,3.0,
355,2026-06-23,Cliente_013,Notebook,Computadores,Centro-Oeste,6.0,
356,2026-04-18,Cliente_024,Teclado,Periféricos,Nordeste,8.0,250.0
357,2026-02-24,Cliente_026,Teclado,Periféricos,Sul,84.0,250.0
358,2026-06-25,Cliente_020,Teclado,Periféricos,Norte,4.0,250.0
359,2026-09-13,Cliente_028,Smartphone,Celulares,Sul,1.0,
360,2026-11-19,Cliente_012,Tablet,Celulares,Centro-Oeste,9.0,10800.0
361,2026-11-14,Cliente_003,Smartphone,Celulares,Sudeste,6.0,
362,2026-10-14,Cliente_028,Teclado,Periféricos,Centro-Oeste,10.0,250.0
363,2026-06-05,Cliente_016,Monitor,Computadores,Nordeste,1.0,1200.0
364,2026-08-30,Cliente_021,Teclado,Periféricos,Sul,4.0,250.0
365,2026-07-24,Cliente_024,Monitor,Computadores,Centro-Oeste,8.0,1200.0
366,2026-08-26,Cliente_011,Mouse,Periféricos,Sul,8.0,120.0
367,2026-11-17,Cliente_005,Mouse,Periféricos,Norte,2.0,720.0
368,2026-03-26,Cliente_004,Notebook,Computadores,Sudeste,6.0,3500.0
369,2026-04-25,Cliente_023,Notebook,Computadores,Sudeste,4.0,3500.0
370,2026-01-10,Cliente_026,Teclado,Periféricos,Sul,6.0,1500.0
371,2026-08-17,Cliente_022,Mouse,Periféricos,Nordeste,3.0,120.0
372,2026-04-18,Cliente_016,Mouse,Periféricos,Sul,10.0,120.0
373,2026-07-01,Cliente_007,Tablet,Celulares,Sul,7.0,1800.0
374,2026-08-26,Cliente_013,Mouse,Periféricos,Norte,2.0,120.0
375,2026-05-02,Cliente_020,Smartphone,Celulares,Sul,5.0,2200.0
376,2026-08-22,Cliente_022,Smartphone,Celulares,Sul,10.0,2200.0
377,2026-12-22,Cliente_020,Mouse,Periféricos,Centro-Oeste,3.0,120.0
378,2026-11-24,Cliente_030,Tablet,Celulares,Nordeste,10.0,10800.0
379,2026-12-27,Cliente_009,Mouse,Periféricos,Sudeste,10.0,120.0
380,2026-03-02,Cliente_030,Smartphone,Celulares,Sul,5.0,2200.0
381,2026-04-14,Cliente_029,Smartphone,Celulares,Centro-Oeste,5.0,2200.0
382,2026-01-09,Cliente_007,Teclado,Periféricos,Norte,2.0,250.0
383,2026-08-23,Cliente_028,Mouse,Periféricos,Sul,84.0,120.0
384,DATA INVALIDA,Cliente_016,Notebook,Computadores,Norte,9.0,3500.0
385,2026-10-05,Cliente_008,Smartphone,Celulares,Sudeste,2.0,2200.0
386,2026-02-07,Cliente_015,  Teclado ,Periféricos,Centro-Oeste,,250.0
387,2026-09-06,Cliente_026,Tablet,Celulares,Centro-Oeste,8.0,1800.0
388,2026-11-18,Cliente_028,Smartphone,Celulares,Norte,10.0,2200.0
389,2026-06-19,Cliente_019,Monitor,Computadores,Norte,7.0,1200.0
390,2026-07-16,Cliente_002,Notebook,Computadores,Nordeste,10.0,3500.0
391,2026-02-02,Cliente_019,Teclado,Periféricos,Nordeste,5.0,250.0
392,2026-06-13,Cliente_010,Teclado,Periféricos,Nordeste,4.0,250.0
393,2026-07-27,Cliente_004,Notebook,Computadores,Nordeste,9.0,3500.0
394,DATA INVALIDA,Cliente_010,Teclado,Periféricos,Sudeste,7.0,250.0
395,2026-02-23,Cliente_023,Smartphone,Celulares,Norte,9.0,2200.0
396,2026-12-13,Cliente_022,Smartphone,Celulares,Sul,10.0,2200.0
397,2026-10-02,Cliente_025,Smartphone,Celulares,Centro-Oeste,1.0,13200.0
398,2026-07-15,Cliente_019,Teclado,Periféricos,Centro-Oeste,9.0,250.0
399,2026-05-06,Cliente_021,Smartphone,Celulares,Centro-Oeste,6.0,2200.0
400,2026-01-10,Cliente_030,Tablet,Celulares,Sul,6.0,1800.0
401,2026-05-05,Cliente_029,Notebook,Computadores,Sudeste,7.0,3500.0
402,2026-04-12,Cliente_001,Tablet,Celulares,Sul,5.0,1800.0
403,DATA INVALIDA,Cliente_006,Monitor,Computadores,Nordeste,7.0,1200.0
404,2026-02-13,Cliente_004,Monitor,Computadores,Sul,10.0,1200.0
405,2026-01-28,Cliente_001,Monitor,Computadores,Norte,1.0,1200.0
406,2026-05-08,Cliente_005,Monitor,Computadores,Sul,7.0,1200.0
407,2026-02-13,Cliente_023,Teclado,Periféricos,Norte,9.0,250.0
408,2026-10-24,Cliente_013,Notebook,Computadores,Sul,10.0,
409,2026-05-28,Cliente_011,Mouse,Periféricos,Nordeste,,120.0
410,2026-05-21,Cliente_016,Notebook,Computadores,Sudeste,6.0,3500.0
411,2026-04-27,Cliente_015,Tablet,Celulares,Sul,1.0,1800.0
412,DATA INVALIDA,Cliente_021,Monitor,Computadores,Norte,5.0,1200.0
413,DATA INVALIDA,Cliente_007,Smartphone,Celulares,Centro-Oeste,3.0,
414,2026-11-17,Cliente_014,  Smartphone ,Celulares,Centro-Oeste,1.0,2200.0
415,2026-03-19,Cliente_025,Notebook,Computadores,Norte,7.0,3500.0
416,2026-11-12,Cliente_019,Monitor,Computadores,Centro-Oeste,10.0,1200.0
417,2026-09-06,Cliente_019,Tablet,Celulares,Norte,9.0,1800.0
418,2026-04-29,Cliente_027,Notebook,Computadores,Centro-Oeste,1.0,3500.0
419,2026-04-27,Cliente_010,Teclado,Periféricos,Sul,1.0,250.0
420,2026-10-29,Cliente_008,Monitor,Computadores,Sul,5.0,1200.0
421,2026-09-10,Cliente_003,Tablet,Celulares,Norte,9.0,1800.0
422,2026-04-10,Cliente_014,Notebook,Computadores,Norte,10.0,3500.0
423,2026-07-19,Cliente_011,Tablet,Celulares,Nordeste,1.0,1800.0
424,2026-06-14,Cliente_015,Teclado,Periféricos,Norte,10.0,250.0
425,2026-05-09,Cliente_028,Smartphone,Celulares,Norte,6.0,2200.0
426,2026-01-09,Cliente_026,Monitor,Computadores,Norte,6.0,1200.0
427,2026-04-16,Cliente_026,Monitor,Computadores,Sudeste,9.0,7200.0
428,2026-03-02,Cliente_004,Teclado,Periféricos,Centro-Oeste,8.0,
429,2026-09-14,Cliente_027,Tablet,Celulares,Norte,4.0,1800.0
430,2026-02-07,Cliente_003,Notebook,Computadores,Norte,10.0,3500.0
431,2026-01-21,Cliente_021,Teclado,Periféricos,Nordeste,2.0,250.0
432,2026-06-30,Cliente_029,Tablet,Celulares,Centro-Oeste,6.0,1800.0
433,2026-04-22,Cliente_029,Tablet,Celulares,Nordeste,,1800.0
434,2026-05-18,Cliente_030,Mouse,Periféricos,Sudeste,72.0,120.0
435,2026-05-07,Cliente_013,Mouse,Periféricos,Nordeste,6.0,120.0
436,2026-11-13,Cliente_005,Notebook,Computadores,Norte,9.0,3500.0
437,2026-09-21,Cliente_004,Tablet,Celulares,Sul,6.0,1800.0
438,2026-12-07,Cliente_005,Tablet,Celulares,Sul,4.0,1800.0
439,2026-10-18,Cliente_028,  Notebook ,Computadores,Centro-Oeste,6.0,
440,2026-11-03,Cliente_002,Teclado,Periféricos,Nordeste,10.0,250.0
441,2026-09-06,Cliente_016,Teclado,Periféricos,Centro-Oeste,6.0,250.0
442,2026-07-03,Cliente_029,Smartphone,Celulares,Norte,2.0,
443,2026-11-19,Cliente_002,  Mouse ,Periféricos,Sul,10.0,120.0
444,2026-12-05,Cliente_024,Notebook,Computadores,Nordeste,10.0,3500.0
445,2026-02-04,Cliente_008,Teclado,Periféricos,Sudeste,,250.0
446,2026-04-10,Cliente_011,Teclado,Periféricos,Centro-Oeste,2.0,250.0
447,2026-08-02,Cliente_004,Notebook,Computadores,Nordeste,2.0,3500.0
448,2026-03-12,Cliente_007,Notebook,Computadores,Centro-Oeste,8.0,3500.0
449,2026-03-09,Cliente_005,Smartphone,Celulares,Centro-Oeste,6.0,2200.0
450,2026-08-07,Cliente_012,Notebook,Computadores,Centro-Oeste,9.0,3500.0
451,2026-12-04,Cliente_020,Mouse,Periféricos,Nordeste,3.0,120.0
452,2026-08-30,Cliente_022,Smartphone,Celulares,Sul,8.0,2200.0
453,2026-08-20,Cliente_005,Mouse,Periféricos,Centro-Oeste,5.0,120.0
454,2026-07-05,Cliente_012,Teclado,Periféricos,Sudeste,36.0,250.0
455,2026-04-13,Cliente_001,Teclado,Periféricos,Centro-Oeste,120.0,250.0
456,2026-03-17,Cliente_004,  Monitor ,Computadores,Sudeste,1.0,1200.0
457,2026-02-01,Cliente_008,Monitor,Computadores,Sul,9.0,1200.0
458,2026-12-11,Cliente_013,Mouse,Periféricos,Centro-Oeste,8.0,120.0
459,2026-02-08,Cliente_022,Tablet,Celulares,Norte,3.0,1800.0
460,2026-03-08,Cliente_012,Monitor,Computadores,Nordeste,4.0,1200.0
461,2026-12-23,Cliente_020,Monitor,Computadores,Sudeste,4.0,1200.0
462,2026-04-30,Cliente_027,Monitor,Computadores,Centro-Oeste,6.0,1200.0
463,2026-01-16,Cliente_013,Teclado,Periféricos,Nordeste,2.0,250.0
464,2026-06-05,Cliente_010,Monitor,Computadores,Norte,1.0,1200.0
465,2026-06-11,Cliente_016,Monitor,Computadores,Norte,8.0,1200.0
466,2026-08-30,Cliente_026,Smartphone,Celulares,Sul,4.0,2200.0
467,2026-04-17,Cliente_022,Tablet,Celulares,Sudeste,6.0,1800.0
468,2026-10-18,Cliente_011,Teclado,Periféricos,Centro-Oeste,7.0,250.0
469,2026-01-06,Cliente_029,Teclado,Periféricos,Sudeste,9.0,250.0
470,2026-09-05,Cliente_028,Teclado,Periféricos,Nordeste,3.0,250.0
471,2026-04-13,Cliente_028,Teclado,Periféricos,Nordeste,9.0,250.0
472,2026-08-28,Cliente_015,Teclado,Periféricos,Centro-Oeste,3.0,250.0
473,2026-08-25,Cliente_013,Tablet,Celulares,Norte,4.0,1800.0
474,2026-08-07,Cliente_021,Tablet,Celulares,Sul,1.0,
475,2026-02-25,Cliente_004,Monitor,Computadores,Sul,10.0,
476,2026-08-06,Cliente_016,Smartphone,Celulares,Nordeste,5.0,2200.0
477,2026-03-18,Cliente_024,Tablet,Celulares,Sul,,1800.0
478,2026-05-31,Cliente_012,Teclado,Periféricos,Sudeste,1.0,250.0
479,2026-09-12,Cliente_019,Tablet,Celulares,Centro-Oeste,5.0,10800.0
480,2026-03-22,Cliente_020,Mouse,Periféricos,Sudeste,10.0,720.0
481,2026-10-27,Cliente_027,Teclado,Periféricos,Nordeste,9.0,250.0
482,2026-02-03,Cliente_004,Tablet,Celulares,Sul,7.0,1800.0
483,2026-05-04,Cliente_022,Teclado,Periféricos,Nordeste,,1500.0
484,2026-04-12,Cliente_024,Tablet,Celulares,Norte,2.0,1800.0
485,2026-01-20,Cliente_011,Notebook,Computadores,Sul,8.0,3500.0
486,2026-11-05,Cliente_015,Smartphone,Celulares,Sudeste,3.0,2200.0
487,2026-05-14,Cliente_006,  Mouse ,Periféricos,Nordeste,9.0,120.0
488,2026-10-21,Cliente_027,Teclado,Periféricos,Centro-Oeste,2.0,250.0
489,2026-03-09,Cliente_026,Notebook,Computadores,Norte,,
490,2026-10-18,Cliente_011,Tablet,Celulares,Sudeste,8.0,1800.0
491,2026-07-20,Cliente_003,Tablet,Celulares,Sul,9.0,1800.0
492,DATA INVALIDA,Cliente_009,Smartphone,Celulares,Sul,2.0,2200.0
493,2026-01-21,Cliente_017,Notebook,Computadores,Nordeste,,3500.0
494,2026-08-29,Cliente_019,Tablet,Celulares,Sul,4.0,1800.0
495,2026-09-27,Cliente_029,Monitor,Computadores,Centro-Oeste,6.0,1200.0
496,2026-12-02,Cliente_014,Teclado,Periféricos,Sul,8.0,250.0
497,2026-09-06,Cliente_027,Monitor,Computadores,Sudeste,2.0,1200.0
498,2026-06-18,Cliente_008,Mouse,Periféricos,Nordeste,3.0,120.0
499,2026-04-17,Cliente_006,Smartphone,Celulares,Sul,4.0,2200.0
500,2026-12-31,Cliente_006,Smartphone,Celulares,Sudeste,2.0,2200.0
