id_venda,data_venda,cliente,produto,categoria,regiao,quantidade,preco_unitario
451,2026-12-04,Cliente_020,Tijela,Tupperware,Nordeste,3,120.0
452,2026-08-30,Cliente_022,Copo,Utencilios,Sul,8,2200.0
453,2026-08-20,Cliente_005,Tijela,Tupperware,Centro-Oeste,5,120.0
456,2026-03-17,Cliente_004,Garfo,Cozinha,Sudeste,1,1200.0
457,2026-02-01,Cliente_008,Garfo,Cozinha,Sul,9,1200.0
458,2026-12-11,Cliente_013,Tijela,Tupperware,Centro-Oeste,8,120.0
459,2026-02-08,Cliente_022,Xicara,Utencilios,Norte,3,1800.0
460,2026-03-08,Cliente_012,Garfo,Cozinha,Nordeste,4,1200.0
461,2026-12-23,Cliente_020,Garfo,Cozinha,Sudeste,4,1200.0
462,2026-04-30,Cliente_027,Garfo,Cozinha,Centro-Oeste,6,1200.0
463,2026-01-16,Cliente_013,Pote,Tupperware,Nordeste,2,250.0
464,2026-06-05,Cliente_010,Garfo,Cozinha,Norte,1,1200.0
465,2026-06-11,Cliente_016,Garfo,Cozinha,Norte,8,1200.0
466,2026-08-30,Cliente_026,Copo,Utencilios,Sul,4,2200.0
467,2026-04-17,Cliente_022,Xicara,Utencilios,Sudeste,6,1800.0
468,2026-10-18,Cliente_011,Pote,Tupperware,Centro-Oeste,7,250.0
469,2026-01-06,Cliente_029,Pote,Tupperware,Sudeste,9,250.0
470,2026-09-05,Cliente_028,Pote,Tupperware,Nordeste,3,250.0
471,2026-04-13,Cliente_028,Pote,Tupperware,Nordeste,9,250.0
472,2026-08-28,Cliente_015,Pote,Tupperware,Centro-Oeste,3,250.0
473,2026-08-25,Cliente_013,Xicara,Utencilios,Norte,4,1800.0
476,2026-08-06,Cliente_016,Copo,Utencilios,Nordeste,5,2200.0
478,2026-05-31,Cliente_012,Pote,Tupperware,Sudeste,1,250.0
480,2026-03-22,Cliente_020,Tijela,Tupperware,Sudeste,10,720.0
481,2026-10-27,Cliente_027,Pote,Tupperware,Nordeste,9,250.0
482,2026-02-03,Cliente_004,Xicara,Utencilios,Sul,7,1800.0
484,2026-04-12,Cliente_024,Xicara,Utencilios,Norte,2,1800.0
485,2026-01-20,Cliente_011,Panela,Cozinha,Sul,8,3500.0
486,2026-11-05,Cliente_015,Copo,Utencilios,Sudeste,3,2200.0
487,2026-05-14,Cliente_006,Tijela,Tupperware,Nordeste,9,120.0
488,2026-10-21,Cliente_027,Pote,Tupperware,Centro-Oeste,2,250.0
490,2026-10-18,Cliente_011,Xicara,Utencilios,Sudeste,8,1800.0
491,2026-07-20,Cliente_003,Xicara,Utencilios,Sul,9,1800.0
494,2026-08-29,Cliente_019,Xicara,Utencilios,Sul,4,1800.0
495,2026-09-27,Cliente_029,Garfo,Cozinha,Centro-Oeste,6,1200.0
496,2026-12-02,Cliente_014,Pote,Tupperware,Sul,8,250.0
497,2026-09-06,Cliente_027,Garfo,Cozinha,Sudeste,2,1200.0
498,2026-06-18,Cliente_008,Tijela,Tupperware,Nordeste,3,120.0
499,2026-04-17,Cliente_006,Copo,Utencilios,Sul,4,2200.0
500,2026-12-31,Cliente_006,Copo,Utencilios,Sudeste,2,2200.0
